user_profile_id,history_interest,museum_interest,art_interest,architecture_interest,photography_interest,nature_interest,gastronomy_interest,shopping_interest,religious_interest,budget_level,max_entry_fee,free_place_preference,rainy_weather,hot_weather,tempo,preferred_visit_time,family_friendly_required
359,3,6,3,9,7,5,3,8,1,low,14,7,False,False,fast,afternoon,True
360,10,5,6,4,0,3,4,3,3,medium,18,6,False,True,slow,evening,False
361,2,2,8,5,0,0,3,5,2,low,12,10,False,True,normal,evening,False
362,5,3,7,6,5,7,3,5,2,medium,24,6,False,False,normal,afternoon,True
363,0,9,0,0,3,9,3,7,2,low,15,10,False,False,slow,any,False
364,6,8,6,5,6,8,2,9,2,medium,28,5,True,False,normal,afternoon,False
365,3,4,2,6,7,1,3,0,7,low,7,8,False,True,fast,any,True
366,4,5,0,9,3,5,4,1,3,low,12,6,False,True,slow,any,False
367,2,5,5,6,9,10,10,3,2,medium,24,4,False,True,normal,any,False
368,2,3,1,4,1,9,1,1,6,medium,19,4,False,True,normal,any,False
369,4,5,0,9,2,1,2,3,4,high,73,0,False,False,normal,any,False
370,9,5,9,3,2,6,4,5,1,medium,29,5,False,False,slow,any,False
371,8,3,2,0,2,0,8,4,4,low,9,7,True,False,normal,evening,True
372,2,4,4,7,5,2,10,8,5,high,82,3,False,True,normal,night,False
373,5,3,5,10,6,3,2,1,6,medium,28,8,False,True,normal,any,True
374,0,4,6,3,0,7,3,5,9,medium,32,6,False,False,fast,any,False
375,9,6,4,2,3,4,10,8,0,medium,19,5,False,False,normal,any,False
376,3,5,8,0,0,6,9,3,0,medium,26,7,False,False,normal,evening,False
377,4,5,4,0,6,9,1,4,0,low,12,7,False,True,normal,afternoon,False
378,2,4,5,0,8,6,5,1,6,free,0,10,False,False,slow,evening,False
379,4,9,6,1,7,8,4,2,2,medium,28,5,False,True,fast,afternoon,False
380,3,7,0,8,0,3,2,2,9,low,12,10,False,False,fast,any,False
381,1,6,5,8,5,1,2,1,1,low,6,9,False,False,fast,evening,False
382,0,0,6,7,3,0,2,0,0,low,5,6,False,False,fast,sunset,True
383,8,9,4,2,2,1,6,4,6,medium,22,7,False,True,normal,any,True
384,1,6,4,0,7,1,4,6,5,medium,33,4,False,False,fast,morning,False
385,1,3,0,6,2,0,3,0,8,medium,26,8,False,False,fast,morning,False
386,1,4,3,2,10,1,6,7,6,medium,26,4,True,False,normal,morning,False
387,3,10,5,4,0,5,1,7,9,high,78,1,False,False,fast,sunset,False
388,2,3,5,4,10,3,9,1,6,medium,18,5,False,True,slow,any,False
389,5,0,1,3,4,5,2,8,2,medium,18,3,False,False,normal,morning,False
390,4,2,6,6,7,6,0,10,0,low,10,9,False,True,fast,evening,False
391,1,2,10,10,6,0,4,10,5,medium,32,7,False,False,fast,any,False
392,2,2,0,0,4,7,8,6,9,low,14,6,False,False,normal,morning,False
393,8,1,1,5,2,7,5,0,6,low,10,7,True,False,normal,sunset,False
394,10,4,0,2,10,4,3,2,4,free,0,8,False,True,normal,sunset,False
395,2,3,1,3,7,6,6,4,1,low,5,8,False,False,fast,evening,True
396,0,10,10,1,2,7,5,6,2,medium,24,6,False,False,normal,any,False
397,8,4,10,1,5,6,5,3,9,high,90,4,False,True,fast,morning,True
398,2,6,6,7,8,6,10,2,6,low,7,8,False,True,fast,any,True
399,4,3,3,5,0,1,1,9,8,free,0,10,False,False,fast,evening,False
400,2,9,6,0,3,2,5,5,0,low,7,7,True,False,slow,afternoon,False
401,8,4,0,6,9,2,6,10,6,medium,22,6,False,True,fast,any,False
402,9,5,0,2,10,3,5,8,2,high,53,2,False,False,normal,afternoon,False
403,8,2,4,3,2,5,5,2,6,medium,32,4,False,False,slow,morning,False
404,6,8,2,1,8,3,5,2,6,medium,28,3,False,True,slow,morning,False
405,6,8,5,2,4,0,9,3,4,medium,32,8,False,False,slow,afternoon,True
406,10,1,9,2,4,0,0,1,1,medium,35,4,False,False,slow,any,False
407,5,9,9,1,7,3,2,1,3,high,63,0,False,False,normal,afternoon,False
408,5,6,1,7,10,4,3,4,2,low,10,7,False,True,normal,morning,False
409,1,8,1,6,6,6,2,9,5,medium,19,6,False,False,slow,any,False
410,6,1,7,2,2,1,10,1,2,medium,35,6,True,False,slow,night,False
411,5,3,5,4,2,0,7,4,0,free,0,9,False,False,slow,night,False
412,10,2,10,5,2,1,4,0,8,low,13,9,False,False,fast,any,False
413,0,2,0,1,10,6,6,2,5,low,11,8,False,True,slow,night,False
414,5,3,8,4,6,10,0,1,1,free,0,8,False,True,normal,any,False
415,9,5,4,3,3,3,0,8,0,low,8,8,True,True,normal,any,False
416,8,3,0,8,10,5,0,2,0,low,15,6,False,False,slow,sunset,True
417,6,5,5,3,3,5,2,7,2,high,92,2,False,False,slow,evening,True
418,2,6,0,5,7,4,4,3,0,low,7,7,False,False,fast,sunset,True
419,0,2,10,6,10,5,6,2,5,medium,26,8,True,False,fast,morning,False
420,6,10,6,2,4,1,10,5,3,free,0,9,False,False,normal,night,False
421,3,10,7,6,3,2,1,1,9,medium,31,6,False,True,fast,any,True
422,3,9,2,2,4,0,7,0,5,medium,20,4,False,True,normal,evening,False
423,6,2,2,6,8,1,1,7,9,high,48,3,False,True,fast,any,False
424,4,6,9,5,5,5,10,9,0,low,5,7,True,True,slow,sunset,True
425,6,5,8,7,2,6,3,8,3,medium,18,4,False,False,normal,morning,True
426,2,4,6,10,0,2,0,0,10,high,98,5,False,False,slow,any,False
427,0,4,0,10,4,9,4,7,2,high,88,3,True,False,normal,morning,False
428,5,1,3,2,10,1,4,1,4,high,78,4,False,False,normal,sunset,False
429,6,3,6,6,1,8,9,5,5,free,0,8,True,True,normal,evening,False
430,1,4,0,7,9,2,2,5,1,low,13,6,False,False,fast,any,False
431,6,2,6,0,9,8,6,5,6,medium,18,8,True,False,slow,night,False
432,6,7,4,0,1,5,0,6,1,high,55,5,False,False,normal,evening,True
433,1,0,6,1,3,10,7,1,10,low,13,7,True,False,slow,morning,False
434,3,6,1,1,6,3,3,3,10,high,81,0,False,False,normal,afternoon,True
435,6,1,3,0,3,7,8,4,0,high,72,3,False,False,normal,any,False
436,8,5,3,3,8,4,4,6,4,medium,26,8,False,True,normal,any,False
437,0,9,9,6,8,0,0,6,4,medium,22,5,False,False,fast,any,False
438,7,6,5,0,3,9,4,5,7,medium,22,8,False,False,slow,afternoon,False
439,2,5,8,10,4,8,0,2,4,medium,26,6,True,False,slow,any,True
440,1,3,0,2,5,4,3,10,6,low,12,9,False,False,slow,evening,False
441,4,1,10,5,3,1,5,4,6,medium,21,6,False,False,slow,morning,False
442,9,9,0,4,1,0,9,2,2,low,12,6,False,True,normal,any,False
443,6,5,10,7,0,4,2,0,6,free,0,10,False,False,normal,morning,False
444,5,3,10,5,10,1,6,5,9,free,0,9,False,False,normal,night,False
445,1,7,4,5,9,4,7,5,4,free,0,10,False,False,normal,any,False
446,8,1,10,0,6,4,4,2,10,medium,30,3,False,True,fast,afternoon,False
447,0,8,2,1,1,2,6,0,1,low,11,7,True,False,fast,evening,False
448,1,3,2,2,3,7,0,1,1,medium,33,4,False,False,normal,any,True
449,0,3,0,3,5,1,7,2,7,low,13,7,False,False,fast,afternoon,True
450,4,1,6,1,4,10,4,3,0,free,0,10,False,False,fast,night,False
451,6,5,8,4,9,0,8,5,4,medium,24,3,False,True,fast,afternoon,False
452,5,2,5,9,6,10,2,1,5,high,78,1,False,False,fast,evening,False
453,0,0,5,1,3,4,5,10,6,low,6,6,False,False,slow,morning,True
454,1,6,6,6,5,7,7,3,2,high,91,0,False,True,normal,night,False
455,6,5,1,1,10,2,0,2,3,high,61,0,True,False,normal,sunset,False
456,5,5,8,7,4,1,5,0,1,low,14,7,False,False,normal,sunset,True
457,4,3,0,3,7,9,3,6,10,low,15,10,False,False,slow,sunset,True
458,2,0,3,1,2,0,7,8,5,medium,17,4,True,False,fast,afternoon,True
459,9,1,0,3,1,9,6,0,6,low,8,6,False,False,slow,afternoon,False
460,7,3,2,6,5,0,6,1,0,high,91,0,False,False,fast,evening,False
461,0,4,6,3,1,6,7,3,10,medium,28,7,False,False,slow,evening,False
462,0,7,4,7,4,6,6,1,4,low,13,8,False,False,normal,any,True
463,8,2,4,3,4,5,6,2,2,medium,32,4,True,False,normal,morning,True
464,7,10,9,1,1,5,1,6,0,low,15,9,False,False,normal,any,False
465,2,1,0,3,7,3,8,0,5,low,8,9,False,True,normal,night,False
466,1,6,0,9,0,0,9,7,4,low,9,9,True,False,slow,any,True
467,1,1,2,5,8,2,6,4,1,low,5,7,False,False,fast,evening,False
468,1,2,3,1,2,9,5,1,4,high,90,5,True,True,slow,evening,True
469,4,3,5,1,0,8,6,4,9,medium,25,4,True,False,slow,sunset,False
470,6,10,6,7,1,4,3,6,5,medium,26,6,False,True,normal,afternoon,False
471,4,3,5,6,7,1,1,8,3,high,85,1,False,False,normal,night,False
472,0,9,10,4,2,1,7,3,4,medium,28,6,False,False,slow,any,False
473,1,2,5,0,2,0,2,7,6,low,8,6,True,False,normal,any,False
474,1,5,4,1,9,0,6,2,9,medium,27,6,False,False,fast,evening,False
475,1,1,5,5,1,3,8,4,4,medium,29,8,False,False,fast,sunset,False
476,3,6,4,7,2,1,8,9,5,free,0,9,False,False,slow,evening,False
477,7,1,1,2,4,10,3,1,3,free,0,8,False,False,slow,afternoon,False
478,5,8,0,6,5,4,3,0,1,low,11,8,False,True,normal,morning,False
479,2,6,10,3,1,0,1,4,3,medium,17,6,False,False,fast,any,False
480,4,2,8,4,10,2,1,7,1,medium,27,7,False,False,slow,sunset,False
481,10,9,9,3,4,6,6,6,1,medium,20,7,False,False,slow,any,False
482,8,2,5,9,5,0,5,5,5,high,98,3,False,False,slow,any,True
483,1,2,1,4,0,3,7,7,5,medium,29,6,False,False,fast,any,False
484,5,3,10,3,0,7,4,8,5,high,52,3,False,False,fast,any,True
485,1,7,5,6,0,5,9,1,3,low,8,6,False,False,normal,any,False
486,2,10,0,4,0,7,10,6,1,high,82,1,True,True,fast,any,False
487,8,8,0,10,4,0,6,2,2,medium,21,7,False,False,slow,any,True
488,0,3,9,0,3,8,3,1,0,medium,23,8,False,True,slow,morning,False
489,2,7,9,5,5,3,5,6,5,low,7,8,False,False,fast,any,False
490,4,4,5,7,1,0,7,2,1,medium,22,7,True,True,normal,any,False
491,10,5,2,8,2,9,5,6,6,free,0,10,False,False,fast,evening,False
492,0,5,1,6,5,5,5,1,10,medium,20,6,False,True,normal,night,True
493,1,0,1,8,1,4,0,3,5,medium,20,8,True,False,normal,any,False
494,6,3,0,9,10,3,8,3,3,medium,34,8,False,True,slow,morning,False
495,4,8,4,5,8,2,3,3,2,medium,27,7,False,True,fast,morning,True
496,7,6,4,5,5,2,3,3,3,high,82,3,False,False,normal,morning,True
497,4,1,1,6,3,2,9,4,5,medium,26,8,True,False,normal,any,False
498,9,4,10,5,1,2,1,4,4,high,55,0,True,True,normal,morning,False
499,1,3,1,6,3,2,5,2,10,medium,28,8,False,True,normal,evening,False
500,5,2,0,8,6,3,7,0,0,medium,28,7,False,True,normal,any,True
501,3,1,4,7,3,4,6,1,1,low,7,7,False,False,normal,afternoon,False
502,0,10,7,2,0,2,0,4,8,medium,18,3,True,False,fast,afternoon,False
503,4,6,0,10,4,4,6,2,3,medium,25,7,False,False,slow,night,False
504,4,0,2,6,2,6,7,0,10,high,86,5,False,False,fast,any,False
505,4,5,5,10,4,10,5,1,7,high,76,0,False,False,slow,evening,False
506,3,5,4,6,0,2,3,10,5,high,47,5,False,False,normal,sunset,False
507,10,7,2,6,5,4,6,3,8,high,49,3,False,True,fast,evening,False
508,3,7,1,2,3,6,2,1,5,low,12,6,False,False,normal,morning,False
509,5,9,3,10,5,5,6,4,6,medium,22,4,False,True,fast,any,False
510,4,9,1,6,2,3,4,5,0,low,14,10,True,False,normal,evening,False
511,5,4,4,1,0,3,0,4,10,low,9,7,False,False,normal,any,False
512,7,2,10,5,6,8,3,2,5,high,42,6,False,False,fast,evening,False
513,10,5,10,2,6,5,8,0,4,low,11,9,False,False,normal,afternoon,False
514,8,2,6,7,6,5,9,3,5,low,7,9,False,True,fast,any,False
515,7,5,6,6,1,10,3,8,0,free,0,8,False,True,normal,any,False
516,1,0,0,1,3,3,9,5,4,high,83,6,False,False,normal,evening,False
517,5,3,2,0,7,7,7,0,3,medium,31,4,True,False,normal,any,False
518,5,5,10,9,4,1,7,2,0,medium,32,4,False,False,normal,sunset,False
519,6,7,6,6,8,5,0,8,6,medium,20,3,False,False,fast,any,True
520,4,9,6,6,0,0,0,4,2,low,13,7,False,False,fast,any,False
521,4,10,5,2,9,4,4,8,5,free,0,8,True,True,slow,any,True
522,1,5,10,7,4,9,2,3,5,high,86,3,True,True,normal,evening,False
523,5,5,5,1,9,4,5,5,6,medium,20,6,False,False,slow,morning,False
524,2,7,4,0,5,4,3,0,2,medium,26,5,False,True,slow,any,True
525,0,6,0,1,4,5,9,4,6,medium,18,7,False,False,normal,any,True
526,2,6,10,1,2,6,5,5,6,medium,34,6,False,True,fast,afternoon,True
527,3,4,9,0,5,5,2,5,6,low,14,9,False,True,slow,evening,False
528,2,5,6,7,2,3,9,6,0,medium,17,8,False,True,normal,any,False
529,8,3,3,4,5,5,7,3,0,medium,15,8,False,False,normal,night,False
530,8,8,0,2,6,1,4,9,0,medium,27,4,False,True,slow,any,False
531,2,3,2,2,8,0,5,5,4,low,9,10,False,True,normal,afternoon,False
532,9,2,2,0,0,2,5,8,3,low,6,9,False,True,normal,any,True
533,9,1,10,3,2,2,2,3,1,medium,23,3,False,False,normal,any,False
534,6,5,1,0,1,9,0,1,3,medium,25,3,True,True,normal,evening,False
535,6,5,5,1,2,6,6,10,10,low,6,6,True,False,fast,evening,True
536,10,3,2,2,3,0,10,1,4,low,13,7,False,False,slow,night,True
537,5,6,6,7,5,5,4,8,1,high,54,1,True,False,normal,any,True
538,0,6,0,10,3,4,2,5,5,high,63,2,False,True,normal,any,True
539,5,3,1,2,7,8,0,0,0,medium,25,4,False,True,normal,morning,False
540,2,0,0,5,0,8,2,2,9,medium,33,7,False,True,normal,afternoon,True
541,5,5,7,0,4,5,6,1,1,medium,18,3,False,False,normal,morning,False
542,8,10,9,6,6,6,4,2,2,medium,18,6,True,False,slow,afternoon,True
543,0,4,7,6,8,5,6,10,3,medium,31,3,True,False,normal,evening,False
544,0,1,8,7,6,4,3,4,5,medium,23,5,False,True,normal,any,True
545,8,2,1,9,7,5,1,6,1,medium,15,8,False,False,normal,any,False
546,4,2,9,7,7,6,2,1,5,high,57,2,False,False,slow,evening,False
547,5,2,6,5,5,4,8,6,3,low,9,7,False,False,slow,any,True
548,3,7,3,1,3,8,8,1,4,medium,20,8,False,False,slow,sunset,False
549,1,7,3,1,3,5,3,0,5,medium,15,7,True,False,fast,any,False
550,1,6,7,2,1,5,4,0,6,high,48,4,False,False,normal,any,False
551,2,3,8,1,0,4,5,9,7,free,0,8,False,True,slow,morning,True
552,8,3,3,1,2,5,2,1,5,low,6,9,True,True,fast,night,False
553,0,7,8,1,3,9,4,1,5,medium,24,7,False,False,fast,sunset,False
554,8,8,2,1,3,3,5,6,6,high,43,0,False,False,normal,any,False
555,2,2,3,3,3,5,10,4,6,medium,19,8,False,False,normal,afternoon,False
556,10,4,4,8,5,0,8,2,0,low,5,8,False,False,slow,any,False
557,3,1,6,6,10,1,1,6,1,free,0,8,False,False,normal,any,False
558,7,10,6,4,6,1,0,1,2,low,8,6,True,False,normal,evening,False
559,5,2,3,3,5,2,3,6,7,low,7,6,False,True,slow,afternoon,True
560,4,4,2,5,8,3,1,9,0,medium,19,8,False,False,fast,any,False
561,2,10,6,10,1,0,6,9,5,medium,23,3,True,False,slow,any,True
562,0,0,1,4,0,6,2,1,8,medium,16,4,False,False,normal,afternoon,False
563,9,0,2,0,2,6,2,3,4,low,11,8,False,False,fast,morning,False
564,6,6,1,0,4,6,3,3,7,low,7,9,True,False,slow,any,True
565,4,5,9,3,8,2,2,2,10,free,0,8,False,False,fast,any,False
566,8,9,4,6,6,6,0,3,0,medium,20,5,True,True,normal,any,True
567,2,6,3,5,8,0,4,10,0,low,9,9,False,False,normal,morning,False
568,10,4,3,2,5,7,4,5,7,medium,22,8,False,True,slow,any,True
569,3,10,5,7,2,3,3,5,4,high,94,0,True,False,slow,night,False
570,2,0,2,2,4,3,8,5,5,medium,23,6,True,True,normal,afternoon,False
571,0,6,2,6,3,3,8,0,1,high,89,2,False,True,fast,any,True
572,1,5,2,1,7,0,10,9,6,low,8,8,False,False,normal,evening,False
573,6,0,4,6,4,8,7,5,5,medium,19,5,False,False,normal,sunset,False
574,3,1,10,6,2,0,6,5,3,low,5,9,False,False,normal,afternoon,False
575,5,1,3,8,4,3,1,2,1,high,36,2,False,True,slow,afternoon,False
576,3,2,2,10,4,6,2,7,8,medium,26,4,False,True,normal,any,False
577,4,6,0,0,7,7,7,4,3,low,14,10,True,False,normal,any,False
578,6,3,4,10,0,1,6,3,7,low,12,9,False,False,slow,morning,False
579,2,2,5,2,2,6,6,3,8,free,0,8,True,True,normal,sunset,False
580,4,10,1,4,3,8,4,5,10,medium,33,6,True,False,slow,any,False
581,0,8,7,5,4,6,10,6,6,medium,23,7,True,False,fast,any,True
582,7,4,10,0,8,3,5,5,6,low,8,7,False,False,fast,evening,False
583,7,1,5,0,7,0,3,4,0,low,9,8,False,True,normal,morning,False
584,6,7,3,0,3,5,0,8,5,medium,25,8,False,False,fast,any,True
585,9,10,7,1,4,5,2,0,1,medium,32,3,False,False,fast,morning,False
586,1,1,0,5,5,8,2,2,3,low,6,8,False,False,normal,sunset,False
587,1,1,5,9,10,0,4,6,6,medium,20,4,False,False,slow,morning,False
588,3,8,4,2,2,5,7,3,1,high,100,2,False,True,slow,afternoon,False
589,7,1,6,2,3,6,8,2,1,free,0,9,True,False,fast,evening,False
590,4,6,2,1,4,0,3,9,4,low,8,6,False,False,slow,sunset,False
591,6,2,8,1,0,6,10,3,7,high,88,0,True,True,normal,morning,False
592,10,2,1,6,3,0,4,4,7,low,5,6,False,False,normal,any,False
593,4,9,3,4,0,3,9,5,3,medium,35,3,False,False,fast,any,False
594,2,10,1,1,0,1,5,6,2,medium,32,3,False,False,normal,evening,True
595,2,10,2,5,8,1,4,3,0,low,7,10,False,False,normal,morning,True
596,3,2,2,10,1,7,2,9,5,free,0,10,False,False,normal,any,False
597,8,3,6,3,1,3,0,2,1,medium,31,7,False,False,normal,morning,True
598,2,10,10,6,4,4,1,6,10,low,9,9,True,False,slow,afternoon,True
599,1,7,3,1,2,0,3,5,4,medium,23,3,False,True,normal,any,False
600,9,2,0,7,5,10,5,3,1,low,11,7,False,False,normal,morning,False
601,0,7,0,9,1,0,4,7,2,low,14,9,False,True,normal,sunset,False
602,6,1,9,5,2,5,4,2,5,free,0,10,False,False,normal,sunset,False
603,5,0,1,1,2,10,1,0,5,medium,25,3,True,True,fast,evening,False
604,0,3,6,1,10,7,0,7,4,medium,24,4,False,True,fast,any,False
605,5,2,4,9,5,10,2,9,3,free,0,9,False,False,slow,sunset,False
606,5,7,8,3,6,1,5,8,2,medium,22,7,False,False,normal,evening,True
607,5,10,4,1,9,5,2,2,3,medium,23,5,True,False,normal,sunset,True
608,0,0,3,5,8,10,5,1,4,high,55,2,False,True,normal,morning,True
609,9,7,3,9,5,6,0,0,2,low,9,10,False,False,fast,any,False
610,0,2,1,7,10,2,8,6,5,medium,28,6,False,True,normal,any,False
611,4,1,5,6,1,9,8,3,8,low,6,8,False,False,normal,morning,False
612,4,10,9,4,5,5,2,3,2,medium,28,6,False,False,fast,evening,True
613,6,1,4,4,9,1,4,4,4,high,41,6,False,True,normal,morning,False
614,7,2,6,5,0,2,4,7,9,medium,25,3,True,False,normal,evening,False
615,1,8,9,5,2,5,0,10,4,medium,18,3,True,False,fast,any,True
616,10,0,0,2,3,3,1,8,6,medium,23,7,False,False,normal,morning,False
617,6,5,8,1,4,5,5,4,1,medium,24,5,False,False,normal,evening,False
618,6,10,1,7,2,3,0,10,0,medium,16,8,False,False,normal,sunset,False
619,5,3,2,0,1,2,4,8,2,high,84,4,True,False,normal,evening,False
620,6,5,9,3,7,6,10,3,3,medium,20,7,False,False,normal,any,False
621,7,0,6,5,1,8,7,5,0,medium,30,5,False,False,slow,evening,True
622,6,3,0,0,4,2,7,0,6,medium,29,5,False,False,slow,any,False
623,1,2,10,10,5,2,1,1,5,low,13,7,True,True,slow,any,True
624,9,6,3,4,4,6,0,2,1,medium,35,7,False,False,normal,morning,False
625,0,3,10,5,3,6,7,4,7,low,13,8,True,False,fast,afternoon,True
626,5,2,0,6,8,2,7,4,4,low,13,10,False,False,fast,evening,True
627,7,2,3,2,8,2,6,0,1,low,10,6,False,True,slow,sunset,False
628,0,3,4,5,4,7,4,3,1,low,5,6,True,False,normal,morning,False
629,7,0,6,6,6,1,4,4,6,low,15,6,False,True,slow,evening,False
630,0,3,7,4,2,2,1,2,10,high,65,1,True,True,normal,evening,False
631,8,6,0,0,0,1,10,1,9,free,0,10,False,True,normal,afternoon,False
632,0,9,4,1,3,5,5,6,2,high,63,3,False,False,slow,any,False
633,4,4,0,0,9,10,5,10,2,free,0,10,False,False,fast,morning,False
634,8,5,3,5,6,3,0,0,3,medium,23,5,False,False,slow,any,False
635,10,3,3,0,1,1,3,8,5,medium,16,8,False,False,normal,any,False
636,6,0,2,10,10,6,5,5,6,free,0,10,False,False,normal,sunset,False
637,1,3,3,5,8,1,7,2,6,medium,23,3,False,False,normal,afternoon,True
638,5,2,6,5,7,7,2,4,5,low,9,7,False,True,fast,any,False
639,0,4,0,9,4,4,2,7,10,low,9,8,False,True,normal,any,False
640,0,5,0,8,5,4,6,3,4,low,13,7,True,False,normal,any,False
641,8,2,0,0,4,3,0,4,7,low,10,10,False,False,normal,afternoon,False
642,9,4,6,2,2,3,5,2,3,high,72,4,True,False,normal,any,False
643,6,2,4,9,1,3,6,4,0,medium,19,6,False,False,slow,night,False
644,5,0,6,4,7,4,10,5,10,low,8,10,False,True,fast,evening,False
645,5,8,3,5,3,9,0,2,4,medium,26,8,False,True,slow,any,False
646,1,6,3,5,4,5,1,4,9,medium,25,5,True,False,normal,any,False
647,3,0,8,0,3,2,6,4,5,high,47,1,False,False,fast,any,True
648,2,1,3,8,5,2,7,2,9,medium,34,3,False,True,normal,morning,False
649,2,6,3,5,1,5,8,7,1,high,82,5,False,False,normal,afternoon,False
650,2,3,2,7,4,4,4,4,4,medium,28,5,False,False,fast,any,False
651,2,4,4,9,7,2,9,1,0,low,12,9,False,True,slow,any,False
652,5,2,1,7,1,4,6,4,6,low,14,6,False,False,slow,any,False
653,1,2,4,3,5,10,4,1,6,medium,18,8,False,False,normal,morning,False
654,5,5,0,2,7,5,6,1,5,free,0,10,False,False,normal,evening,True
655,7,5,6,9,1,7,5,5,0,low,14,9,False,True,fast,morning,False
656,2,1,1,5,0,4,6,8,0,medium,30,7,False,False,fast,evening,False
657,4,5,1,9,6,8,2,5,10,medium,35,6,False,False,normal,any,False
658,2,1,5,3,0,1,10,9,5,low,11,7,False,False,slow,morning,False
659,9,2,4,1,6,6,3,0,4,medium,23,8,False,False,normal,morning,False
660,2,5,6,7,2,3,3,8,4,high,61,6,False,False,normal,any,False
661,10,0,6,5,2,2,6,6,4,free,0,10,False,False,slow,sunset,False
662,1,2,2,10,8,4,8,0,0,medium,31,3,False,False,fast,any,True
663,7,6,10,10,1,6,5,2,6,free,0,10,False,False,normal,any,False
664,4,10,8,6,4,9,6,2,3,medium,15,5,False,True,normal,evening,False
665,1,10,4,2,3,2,8,3,0,high,85,2,False,False,normal,afternoon,True
666,2,3,4,0,5,2,2,8,6,medium,17,3,False,True,slow,afternoon,True
667,0,6,3,9,3,2,5,9,6,low,10,10,False,False,normal,any,False
668,2,5,1,2,3,5,3,7,7,medium,17,6,True,True,normal,any,True
669,10,3,1,5,6,4,3,1,5,high,88,3,True,True,slow,evening,False
670,4,2,4,5,1,8,2,4,8,medium,26,7,False,False,fast,any,False
671,4,5,10,0,2,3,1,1,3,free,0,9,False,True,fast,morning,True
672,9,5,8,2,5,0,1,9,2,medium,28,7,False,False,slow,night,False
673,1,7,5,8,9,1,2,4,0,low,13,10,False,False,normal,sunset,False
674,0,8,1,7,6,4,1,8,1,medium,15,5,True,False,fast,sunset,False
675,4,6,0,1,10,10,6,3,5,medium,24,7,False,True,normal,any,True
676,3,4,10,3,9,5,7,4,3,medium,20,3,False,False,slow,any,False
677,2,1,5,7,1,3,2,8,7,medium,25,3,False,False,normal,any,False
678,0,5,5,9,9,5,0,7,6,medium,30,7,False,False,normal,sunset,False
679,9,0,4,5,1,5,5,1,6,high,45,3,False,True,normal,evening,False
680,4,5,0,9,9,8,4,5,2,medium,27,6,False,False,fast,sunset,False
681,3,7,2,4,8,5,4,10,1,medium,15,5,False,False,normal,afternoon,False
682,7,8,5,0,1,2,4,7,6,low,5,7,False,False,slow,night,False
683,0,3,9,8,2,1,4,9,3,low,8,8,False,True,normal,evening,False
684,2,6,5,4,3,8,0,6,10,low,14,7,False,False,normal,evening,False
685,0,4,6,1,9,1,3,2,7,high,58,3,True,False,normal,morning,False
686,5,0,5,2,6,7,1,3,3,low,15,6,True,False,fast,afternoon,False
687,5,3,3,6,1,2,9,9,3,medium,24,3,False,False,slow,sunset,False
688,4,3,4,0,8,4,8,2,4,high,60,4,False,True,normal,night,False
689,3,3,8,3,0,8,1,1,2,low,7,7,False,False,normal,any,False
690,8,2,0,3,4,5,3,8,3,medium,29,8,False,False,normal,any,False
691,6,5,5,6,10,10,4,0,2,medium,33,3,False,False,slow,morning,False
692,0,5,1,1,3,1,7,1,2,medium,25,6,False,False,normal,morning,False
693,3,1,1,3,7,3,6,0,2,medium,18,8,False,False,fast,any,False
694,10,5,5,3,3,6,0,9,3,low,15,6,False,False,normal,morning,False
695,0,6,1,3,4,10,6,5,7,low,10,10,False,False,normal,sunset,False
696,7,6,3,3,9,0,4,5,2,low,10,8,False,True,normal,any,False
697,5,0,4,0,9,7,4,5,3,low,6,10,True,False,normal,morning,False
698,0,0,2,9,0,1,4,7,3,medium,17,5,False,False,normal,any,False
699,0,8,4,2,2,4,8,5,6,free,0,8,False,False,normal,evening,False
700,9,9,0,3,1,0,10,5,1,low,12,10,False,False,fast,any,False
701,4,9,5,5,4,6,3,4,3,medium,25,7,False,False,fast,any,False
702,6,5,10,1,4,5,1,10,2,medium,33,3,False,False,normal,any,False
703,6,2,3,5,10,0,1,4,8,medium,33,6,False,False,slow,any,False
704,4,1,3,4,6,0,7,3,1,low,6,10,False,False,slow,night,False
705,1,3,4,2,2,9,7,5,9,medium,32,6,False,False,slow,any,False
706,3,2,7,4,6,2,6,3,5,low,6,9,False,False,normal,any,True
707,4,4,7,4,4,5,3,0,2,medium,20,7,False,False,slow,any,False
708,1,3,2,8,1,3,8,2,8,low,5,7,False,False,normal,morning,True
709,4,5,0,6,4,6,2,8,1,medium,17,3,False,False,normal,afternoon,False
710,2,7,5,6,4,5,7,3,3,medium,16,5,False,False,normal,any,False
711,0,0,1,6,2,6,7,8,9,medium,25,4,False,False,fast,any,False
712,5,3,6,1,6,2,2,9,5,medium,29,8,False,True,fast,any,False
713,2,4,2,9,2,5,1,4,5,low,12,8,True,False,fast,afternoon,False
714,8,4,2,8,4,0,2,2,5,medium,31,6,False,False,slow,afternoon,False
715,6,3,5,8,6,10,1,3,10,free,0,9,False,True,fast,afternoon,False
716,2,3,3,7,6,5,6,6,6,medium,22,8,False,False,normal,any,False
717,4,4,6,5,7,6,0,3,4,medium,22,5,False,True,slow,sunset,True
718,9,4,9,0,5,1,5,7,1,medium,16,4,False,False,normal,morning,False
719,6,5,0,1,3,7,3,0,3,low,13,10,False,False,normal,afternoon,False
